open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_base_volume,taker_quote_volume,close_pct_1d,close_pct_7d,vol_7d,vol_30d
2023-03-19,26907.49,28390.1,26827.22,27972.87,372066.99054,2023-03-19 23:59:59.999,10264707987.594164,9578297,188150.56147,5191102286.400918,0.039594179910500626,0.2716611409407872,0.04652645385859983,
2023-03-20,27972.87,28472.0,27124.47,27717.01,477378.23373,2023-03-20 23:59:59.999,13300424536.514921,11775950,239765.29148,6680704887.532146,-0.009146719660871439,0.14944047893543355,0.04036718051294952,
2023-03-21,27717.01,28438.55,27303.1,28105.47,420929.7422,2023-03-21 23:59:59.999,11760492716.33759,11530870,210472.34027,5880942507.630011,0.014015220256441863,0.1392380588729576,0.04042573377322636,
2023-03-22,28107.81,28868.05,26601.8,27250.97,224113.41296,2023-03-22 23:59:59.999,6272099822.449624,3589327,110355.97386,3089585214.115064,-0.030403334297558482,0.12210127293225725,0.04287941527391145,
2023-03-23,27250.97,28750.0,27105.0,28295.41,128649.60818,2023-03-23 23:59:59.999,3591123573.1149583,2159091,65172.02479,1819323637.2903445,0.038326709104299805,0.13187163533580448,0.04342809883648716,
2023-03-24,28295.42,28374.3,27000.0,27454.47,86242.06544,2023-03-24 23:59:59.999,2403443392.0273013,1511137,41449.56122,1155147465.7389932,-0.029720014659621374,0.002166078423427864,0.030104908256751627,
2023-03-25,27454.46,27787.33,27156.09,27462.95,50844.08102,2023-03-25 23:59:59.999,1397227639.2141378,1088721,25326.94876,696042529.0839624,0.0003088750210802349,0.020643322732815328,0.0290087783434946,
2023-03-26,27462.96,28194.4,27417.76,27968.05,49671.70353,2023-03-26 23:59:59.999,1380973402.9961205,1068196,25248.15818,702028235.0573266,0.018392051837111456,-0.00017230981304383608,0.025477380570841847,
2023-03-27,27968.05,28023.86,26508.14,27124.91,88039.46898,2023-03-27 23:59:59.999,2407130888.034605,1575264,43151.91539,1179905180.6135278,-0.030146542215134797,-0.021362333094370523,0.027890771328764025,
2023-03-28,27124.9,27520.0,26631.78,27261.07,78602.44341,2023-03-28 23:59:59.999,2124533606.765556,1521981,38972.61486,1053473599.2587688,0.005019740157663266,-0.030043973646411204,0.02718812920554419,
2023-03-29,27261.06,28650.0,27240.1,28348.6,89486.16008,2023-03-29 23:59:59.999,2519887866.2111588,1704217,45742.08025,1288220696.4926782,0.03989315166279228,0.04027856623085335,0.02876098570544314,
2023-03-30,28348.6,29184.68,27686.0,28028.53,98865.43256,2023-03-30 23:59:59.999,2808471938.6424427,1843652,49100.20979,1394972886.7062368,-0.011290504645732002,-0.009431918463100541,0.025385246518394463,
2023-03-31,28028.53,28656.69,27511.71,28465.36,78198.12139,2023-03-31 23:59:59.999,2203253311.777351,1537349,39636.47111,1117184234.1868575,0.015585191231934026,0.03682059788442471,0.022474068746723752,
2023-04-01,28465.36,28819.71,28220.27,28452.73,30238.44753,2023-04-01 23:59:59.999,860804237.452269,822781,15171.37738,431931567.4827481,-0.00044369718141634706,0.03604055645879267,0.022504232014551682,
2023-04-02,28452.74,28530.0,27856.43,28171.87,37365.65692,2023-04-02 23:59:59.999,1053600933.0676805,938464,17897.01839,504647268.0863643,-0.0098711090289052,0.007287601388012321,0.02229557733769578,
2023-04-03,28171.87,28500.99,27200.24,27800.0,79180.01405,2023-04-03 23:59:59.999,2214361048.7823668,1651062,40534.82008,1133865764.0916288,-0.013200046713263913,0.024888193177415197,0.018993900817135118,
2023-04-04,27800.0,28444.44,27662.79,28165.47,49722.55691,2023-04-04 23:59:59.999,1397141464.875036,1102007,25083.95234,704845402.4191409,0.013146402877697971,0.03317551365371951,0.019335412375367154,
2023-04-05,28165.47,28775.0,27805.1,28170.01,60737.64732,2023-04-05 23:59:59.999,1721098539.0660567,1262730,30556.88672,865971090.1704682,0.00016119028015504355,-0.006299781999816623,0.01161974175837057,
2023-04-06,28170.01,28182.05,27711.0,28033.82,40118.94963,2023-04-06 23:59:59.999,1122713087.5561826,934548,19308.64369,540384260.8568,-0.004834574073633635,0.00018873626265802912,0.010885463550605549,
2023-04-07,28033.83,28100.0,27766.94,27906.33,24762.09387,2023-04-07 23:59:59.999,691323748.9286413,655634,11983.13367,334559478.4702819,-0.004547721288072681,-0.01963895766644086,0.008504549134625578,0.03555462414557754
2023-04-08,27906.34,28154.99,27859.02,27938.38,19479.96735,2023-04-08 23:59:59.999,545324518.6860754,624159,9729.24214,272366679.3440387,0.0011484849494720617,-0.018077351452742807,0.00859879454459076,0.03299094613548062
2023-04-09,27938.38,28530.0,27800.0,28323.76,32531.16101,2023-04-09 23:59:59.999,913915923.6951957,777589,16885.70757,474454325.3569296,0.013793927922807203,0.005391548377867705,0.009816249694433189,0.032742111104362266
2023-04-10,28323.76,29770.0,28170.0,29637.34,67754.0622,2023-04-10 23:59:59.999,1955300943.1708305,1285695,36147.62326,1043138687.5916125,0.046377317135860574,0.06609136690647488,0.018033419228256863,0.03333950601675837
2023-04-11,29637.35,30550.0,29590.0,30200.42,67990.07621,2023-04-11 23:59:59.999,2046078278.0821176,1340458,34766.92718,1046250622.2934568,0.01899900598366777,0.072249815110488,0.018372830322796053,0.031223016452695904
2023-04-12,30200.43,30486.0,29637.4,29888.07,62049.48451,2023-04-12 23:59:59.999,1863497606.1415303,1246556,31136.38576,935223730.572567,-0.010342571394702404,0.060988973734833696,0.019705820561642738,0.0269762278127272
2023-04-13,29888.07,30595.0,29854.59,30373.84,51934.11731,2023-04-13 23:59:59.999,1571091101.1299672,1054144,26767.65298,809748635.0025868,0.01625297317625396,0.08347132142533553,0.018894871244383982,0.026868734148586374
2023-04-14,30373.84,31000.0,29966.0,30466.93,75984.19452,2023-04-14 23:59:59.999,2323267494.38023,1504180,38406.59006,1174371283.5651665,0.003064808400913499,0.09175695980087673,0.01800403568473893,0.02653442133889896
2023-04-15,30466.93,30595.6,30202.0,30295.09,25429.81247,2023-04-15 23:59:59.999,772211097.614016,732418,12424.34509,377293528.3129067,-0.005640213831849872,0.08435385301509957,0.018894346960135675,0.026327698092728807
2023-04-16,30295.1,30549.99,30120.0,30304.65,26431.99322,2023-04-16 23:59:59.999,801322926.1525651,708233,13163.73591,399115587.0035981,0.0003155626868909245,0.06993739531757104,0.019337258564404505,0.020255580688758993
2023-04-17,30304.66,30316.06,29240.65,29430.27,56441.81127,2023-04-17 23:59:59.999,1675287761.4330356,1137294,26880.17771,797711012.8071816,-0.028852997807267244,-0.006986794361437232,0.016331935801666746,0.020752059396495846
2023-04-18,29430.27,30485.0,29096.78,30380.01,62004.89434,2023-04-18 23:59:59.999,1861001491.9786973,1141562,32417.57068,972769560.7303039,0.03227085582293321,0.005946606040578173,0.019490162808198656,0.020348311492257715
2023-04-19,30380.01,30413.53,28520.0,28797.1,86575.48656,2023-04-19 23:59:59.999,2541283888.303447,1699891,41467.78872,1217556267.2010958,-0.05210366948529643,-0.03650185508800008,0.02805417220550037,0.02261446128314654
2023-04-20,28797.1,29088.3,28010.0,28243.65,76879.09372,2023-04-20 23:59:59.999,2198854031.424746,1434642,36919.58585,1055949765.7724996,-0.019218949130294316,-0.07013239024107587,0.026758402737710615,0.02279467829356709
2023-04-21,28243.65,28374.02,27125.0,27262.84,77684.7679,2023-04-21 23:59:59.999,2164667611.9354606,1463628,38419.13612,1070540576.475792,-0.03472674388756414,-0.10516615884829883,0.027480263382520947,0.02300889631084879
2023-04-22,27262.84,27882.72,27140.35,27816.85,36023.69686,2023-04-22 23:59:59.999,989379475.3218232,859500,18612.89655,511200971.6362268,0.020321067064179577,-0.08180335493309321,0.030595764222805775,0.022202683639252048
2023-04-23,27816.85,27816.85,27311.25,27590.6,34812.09581,2023-04-23 23:59:59.999,959389698.7572551,873485,17610.47671,485328645.6943109,-0.0081335593354388,-0.08955886307876848,0.030206299602651733,0.021557772857340476
2023-04-24,27590.59,28000.0,26942.82,27510.93,53111.56874,2023-04-24 23:59:59.999,1458406515.6404214,1211080,25641.28044,704079582.6514922,-0.002887577653258644,-0.06521652706550096,0.029509962225517543,0.021566084816218665
2023-04-25,27510.93,28399.99,27192.0,28300.79,52325.14637,2023-04-25 23:59:59.999,1446329375.242731,1087067,26833.47192,742069216.9989536,0.02871077059190652,-0.06844039880171193,0.02869532871673796,0.02194383729140586
2023-04-26,28300.8,30036.0,27235.0,28415.29,129228.40403,2023-04-26 23:59:59.999,3719701461.9091635,2261942,64540.55521,1857698379.2654004,0.004045823455811615,-0.013258626736719958,0.021921212139214826,0.021164472494427742
2023-04-27,28415.29,29890.0,28378.86,29472.77,95430.82431,2023-04-27 23:59:59.999,2784859692.3646197,1990148,48601.97474,1418439305.6179047,0.03721517535101704,0.043518454590677935,0.02461560137940534,0.022129359689111644
2023-04-28,29472.77,29599.54,28891.0,29311.7,54298.16578,2023-04-28 23:59:59.999,1590683771.6681979,1129240,26659.2164,780784851.5470374,-0.005465044513970008,0.0751521118122691,0.018095802893197538,0.0210328401702341
2023-04-29,29311.69,29448.88,29031.0,29230.45,20466.83058,2023-04-29 23:59:59.999,599466910.0466621,619319,10024.59978,293627195.7058327,-0.002771930662499922,0.050818119233486225,0.01812125270023999,0.020913771297154795
2023-04-30,29230.45,29969.39,29079.59,29233.21,39752.5372,2023-04-30 23:59:59.999,1172155267.8761897,949458,19894.27252,586711670.5560739,9.442208382015593e-05,0.059535131530303875,0.01720097501062712,0.020747456558491428
2023-05-01,29233.2,29337.34,27666.95,28068.26,64433.65958,2023-05-01 23:59:59.999,1828221138.9544399,1362793,30761.9269,872712018.1808254,-0.039850225137779915,0.020258493624170315,0.025107220466565352,0.022054560073914778
2023-05-02,28068.26,28879.88,27872.0,28669.86,50824.5224,2023-05-02 23:59:59.999,1441733922.0116444,1174697,24789.36748,703206831.7801806,0.02143346256590184,0.013040978714728535,0.023998103682038145,0.022321027486704687
2023-05-03,28669.85,29266.66,28113.69,29026.16,64615.79213,2023-05-03 23:59:59.999,1845961218.8432436,1502909,32291.20998,922549963.2507579,0.012427685381093623,0.021497932979040568,0.024318333934073316,0.022256036777645906
2023-05-04,29026.16,29379.83,28663.64,28838.16,42575.47501,2023-05-04 23:59:59.999,1233816136.1606576,961542,20470.2124,593281438.9381377,-0.006476915995777599,-0.02153207859322348,0.01923849276830232,0.022195704159768483
2023-05-05,28838.16,29677.0,28800.0,29505.61,58415.83048,2023-05-05 23:59:59.999,1709786814.901134,1288027,29071.98606,850975342.6424303,0.023144680520532646,0.0066154470740353855,0.021517646888579017,0.022558513618168824
2023-05-06,29505.6,29820.0,28300.0,28848.2,49249.28459,2023-05-06 23:59:59.999,1429517892.780502,1221021,23315.95073,676717267.0117224,-0.02228084760830229,-0.013077116500088137,0.023298907688040847,0.02295659937743448
2023-05-07,28848.19,29138.29,28395.23,28430.1,30003.41028,2023-05-07 23:59:59.999,865838535.326382,855425,14904.01102,430162358.6294252,-0.01449310528906489,-0.027472521833900587,0.023765218496742787,0.023113892405334818
2023-05-08,28430.09,28631.01,27262.0,27668.79,68244.36179,2023-05-08 23:59:59.999,1903052694.6684127,1600637,32347.56935,901988104.11036,-0.02677830890499855,-0.014232089912235346,0.020779805085998807,0.02365861292942066
2023-05-09,27668.8,27818.0,27353.0,27628.27,40113.31069,2023-05-09 23:59:59.999,1106923908.305847,1003698,20094.09737,554561922.8053713,-0.0014644659199046783,-0.03633048783635495,0.01813582445458599,0.023514264701135094
2023-05-10,27628.28,28331.42,26777.0,27598.75,71155.11355,2023-05-10 23:59:59.999,1971173412.435502,1534579,34398.83676,953153016.5096189,-0.0010684708090662465,-0.049176673731557985,0.016611281795196442,0.02178006521204946
2023-05-11,27598.74,27630.14,26702.05,26968.62,47635.31365,2023-05-11 23:59:59.999,1295799109.011004,1257000,23270.11723,632925807.4925774,-0.02283183115177323,-0.06482868532527741,0.017634336136433056,0.021718868008854933
2023-05-12,26968.61,27091.12,25811.46,26795.01,67207.93494,2023-05-12 23:59:59.999,1777052127.731093,1351633,33147.27251,876487224.2550423,-0.0064374817843849685,-0.09186727540965944,0.01072891693963704,0.02168834988273119
2023-05-13,26795.01,27045.45,26692.03,26775.28,22814.90421,2023-05-13 23:59:59.999,612062852.0866882,605049,10959.29947,294038915.0326263,-0.0007363311303112408,-0.07185612967186872,0.01091952734878694,0.02137689379940992
2023-05-14,26775.27,27200.0,26560.53,26917.62,21594.8036,2023-05-14 23:59:59.999,580801698.0002693,629537,10672.14983,287060095.3315276,0.005316097534741049,-0.05319995357033569,0.012215544942582332,0.021406381067171142
2023-05-15,26917.61,27663.59,26726.0,27162.14,40430.08333,2023-05-15 23:59:59.999,1104633264.131574,935914,19301.24631,527237637.3310134,0.009084012628159499,-0.018311245269489573,0.01024972966799508,0.02153346659235196
2023-05-16,27162.15,27296.89,26852.11,27033.84,33270.45451,2023-05-16 23:59:59.999,900273404.6010331,815642,15970.99932,432214355.0561344,-0.0047234864410535815,-0.021515281268063458,0.01026402685124142,0.02152308170231125
2023-05-17,27033.85,27500.0,26544.71,27405.61,42958.97785,2023-05-17 23:59:59.999,1159714527.6352634,1016823,21634.02212,584185553.7913067,0.013752023389943968,-0.006998143031840209,0.012105824791820473,0.02120081019994098
2023-05-18,27405.62,27485.33,26361.2,26821.28,49198.65143,2023-05-18 23:59:59.999,1330745572.6946373,1057318,23659.89374,640128055.9068437,-0.021321546938747327,-0.005463386706475948,0.011655713911612506,0.020444454802999293
2023-05-19,26821.28,27183.6,26630.0,26880.26,28754.13544,2023-05-19 23:59:59.999,772864757.1633048,756295,13622.24812,366169697.3870807,0.0021990001968585915,0.003181562537203808,0.011404497172404417,0.01832752153277187
2023-05-20,26880.26,27150.0,26825.11,27102.43,14434.54718,2023-05-20 23:59:59.999,389225653.7451669,481382,6769.94368,182562924.6341634,0.008265173030320483,0.012218359621262609,0.011743012097434249,0.018129736423036637
2023-05-21,27102.42,27277.55,26666.03,26747.78,21347.87279,2023-05-21 23:59:59.999,575213570.2794422,568937,9855.43959,265526847.3320675,-0.013085542514084558,-0.006309621727329517,0.012832777452336006,0.017154649247735958
2023-05-22,26747.78,27099.89,26538.21,26849.27,26458.83828,2023-05-22 23:59:59.999,709594996.7242744,717111,12639.67925,338982776.4596819,0.0037943335858154903,-0.011518606413191246,0.012296001065523874,0.016723121641525847
2023-05-23,26849.28,27495.83,26798.11,27219.61,38700.83858,2023-05-23 23:59:59.999,1054565781.6023751,816399,18966.20117,516737777.2652495,0.013793298663241194,0.006871757767302089,0.013447073483832615,0.01688100782755441
2023-05-24,27219.61,27219.61,26080.5,26329.01,54393.0657,2023-05-24 23:59:59.999,1442636235.4543552,1012767,26698.91191,707870181.8163438,-0.03271905806144915,-0.039283927633794735,0.0171078071997791,0.01788654893170716
2023-05-25,26329.0,26631.98,25871.89,26473.79,37435.44895,2023-05-25 23:59:59.999,984117789.7017612,753125,17773.08882,467287939.9395918,0.005498877473934849,-0.012955757517911115,0.01596013453039146,0.017024521054448287
2023-05-26,26473.8,26932.16,26327.24,26705.92,35061.18713,2023-05-26 23:59:59.999,932817724.59401,655755,16507.37461,439209106.7446719,0.008768294981564617,-0.006485800360562011,0.016417660992154033,0.01710477283240072
2023-05-27,26705.93,26895.0,26551.0,26854.27,15095.6867,2023-05-27 23:59:59.999,403337263.0344908,415694,7152.30076,191116596.7726723,0.005554948116372804,-0.009156374539109557,0.01619840886846398,0.015508924844215309
2023-05-28,26854.28,28261.32,26764.36,28065.0,43916.00855,2023-05-28 23:59:59.999,1205762341.9704952,843861,23346.55866,640869473.6004443,0.04508519501740316,0.04924595611299343,0.022700562646879214,0.017805571121453295
2023-05-29,28065.01,28447.14,27524.6,27736.4,42385.41945,2023-05-29 23:59:59.999,1182678581.634669,805579,20199.85331,563722083.6591941,-0.011708533760912077,0.033041121788413674,0.023807312588701227,0.017905618336675522
2023-05-30,27736.39,28038.59,27554.0,27694.4,32686.75371,2023-05-30 23:59:59.999,908653906.0072742,745633,15196.52438,422438614.8525725,-0.0015142556351941394,0.017442939116320888,0.023555566440049996,0.017902801878116627
2023-05-31,27694.39,27835.51,26839.01,27210.35,46588.80573,2023-05-31 23:59:59.999,1265952178.7798684,908537,21962.66824,596493723.439264,-0.017478262753480966,0.033474103279994116,0.020200547325916116,0.016680779168100096
2023-06-01,27210.36,27350.0,26605.05,26817.93,39217.8088,2023-06-01 23:59:59.999,1055132509.8658342,814389,18620.69161,500960557.9227829,-0.014421718206491185,0.012999272110264526,0.021463609839431432,0.01630570065472218
2023-06-02,26817.93,27300.0,26505.0,27242.59,36380.90269,2023-06-02 23:59:59.999,983857061.6408418,811087,18134.67738,490485191.7880676,0.01583492834831035,0.020095544358704087,0.02199243822457383,0.016421798791153262
2023-06-03,27242.59,27333.29,26914.93,27069.22,16595.34117,2023-06-03 23:59:59.999,450588672.4704081,466520,7745.7868,210327639.5610825,-0.006363932357385971,0.008004313652912654,0.0222263544148239,0.01642074523261889
2023-06-04,27069.22,27455.02,26951.0,27115.21,19258.41049,2023-06-04 23:59:59.999,523747237.4389696,504474,9511.72432,258699846.4758803,0.001698977658018963,-0.03384250846249781,0.011418587512017879,0.015742136620169784
2023-06-05,27115.2,27129.33,25388.0,25728.2,65805.60305,2023-06-05 23:59:59.999,1722665798.0920303,1420829,30583.35138,799867474.2125897,-0.05115247125137512,-0.07240305158564198,0.021043178168285777,0.017737061675599183
2023-06-06,25728.2,27355.33,25351.02,27230.08,68392.60438,2023-06-06 23:59:59.999,1797636024.0812125,1345725,35083.7879,922716234.2100114,0.05837485716062529,-0.016765844358426207,0.0336792242712085,0.020907647804467307
2023-06-07,27230.07,27391.77,26125.01,26339.34,59619.44364,2023-06-07 23:59:59.999,1589291467.5372329,1311928,28095.50924,749083400.1203892,-0.0327116189155523,-0.03201024610120773,0.035304296461323686,0.02118393206470173
2023-06-08,26339.34,26810.0,26210.0,26498.61,31075.51083,2023-06-08 23:59:59.999,823023638.236875,848252,14614.60741,387105933.4399799,0.006046848554291717,-0.011906959261956396,0.03515482104820932,0.021227780372883663
2023-06-09,26498.62,26783.33,26269.91,26477.81,27934.7097,2023-06-09 23:59:59.999,741158215.0539023,746911,12757.07361,338454644.8956143,-0.000784946833060296,-0.02807295488424555,0.03436640309199906,0.021227891899732707
2023-06-10,26477.8,26533.87,25358.0,25841.21,64944.60108,2023-06-10 23:59:59.999,1673795235.4008923,1713871,31558.13098,813190388.2485608,-0.024042773930321393,-0.04536554802835113,0.03524549893071961,0.021271619927511358
2023-06-11,25841.22,26206.88,25634.7,25925.55,30014.29595,2023-06-11 23:59:59.999,776111471.8669971,833902,14266.10759,368954010.8074442,0.003263779056785765,-0.043874268353444434,0.035307978459545496,0.021263062474001154
2023-06-12,25925.54,26106.48,25602.11,25905.19,29900.50893,2023-06-12 23:59:59.999,773303698.8633221,858037,14219.97114,367770742.66004,-0.0007853256729365432,0.006879222020973019,0.029130913131860708,0.021263052850672023
2023-06-13,25905.2,26433.21,25712.57,25934.25,41065.60853,2023-06-13 23:59:59.999,1068985236.5126554,1007138,20120.32689,523776704.241491,0.0011217829323004747,-0.04758818189296554,0.015111507917074865,0.021234658575768527
2023-06-14,25934.24,26098.0,24820.56,25128.6,45077.31608,2023-06-14 23:59:59.999,1152808416.919793,957418,20726.13761,530122336.3788532,-0.03106509731339835,-0.04596698322737025,0.014647406928092984,0.02183250474545066
2023-06-15,25128.6,25759.01,24800.0,25598.49,48664.86063,2023-06-15 23:59:59.999,1224436974.8502872,943268,24035.81623,604884325.2462568,0.018699410233757652,-0.03396857420068444,0.01705233252739291,0.022161441809453387
2023-06-16,25598.49,26518.0,25175.56,26345.0,51596.91662,2023-06-16 23:59:59.999,1335158158.639614,926194,24055.65943,622525707.6049981,0.029162266993092212,-0.005015898218168391,0.021423621677306482,0.022701100703764104
2023-06-17,26345.01,26839.99,26181.0,26516.99,27842.2195,2023-06-17 23:59:59.999,738491809.8811625,666967,13843.65158,367248705.0054073,0.006528373505409135,0.02615125220529535,0.018782645044383775,0.022411832587554564
2023-06-18,26516.99,26700.0,26255.85,26339.97,21538.31022,2023-06-18 23:59:59.999,571013013.8553362,555956,10367.07533,274864183.4442869,-0.006675719981792838,0.015985003211117954,0.01920498989157891,0.02243847521330758
2023-06-19,26339.98,27068.09,26256.61,26844.35,35872.65974,2023-06-19 23:59:59.999,954193987.2948112,732735,17593.19977,468128198.054531,0.019148844892382,0.03625373911559815,0.020106145084007515,0.022670755989944343
2023-06-20,26844.35,28402.74,26652.0,28307.99,69666.95525,2023-06-20 23:59:59.999,1912797983.5310054,1189024,35052.57462,962782935.6899298,0.05452320506922326,0.09152915546044338,0.027161154564299305,0.024609877047345692
2023-06-21,28308.0,30800.0,28257.99,29993.89,108926.40412,2023-06-21 23:59:59.999,3210301129.366291,1872873,55846.96952,1646165465.2449384,0.0595556236949355,0.19361564114196583,0.02414013596212397,0.026748619362825334
2023-06-22,29993.89,30500.0,29525.61,29884.92,59054.5646,2023-06-22 23:59:59.999,1775822103.7632556,1146092,27902.93312,839284260.1798254,-0.003633073269255882,0.16744854872299086,0.026593539622206244,0.026718738541939086
2023-06-23,29884.92,31431.94,29800.0,30688.5,73931.89635,2023-06-23 23:59:59.999,2265077496.195469,1338533,36289.3174,1112439184.9506557,0.026889146766998273,0.16486999430631988,0.02651464797905242,0.026145721593722485
2023-06-24,30688.51,30800.0,30250.0,30527.43,30513.30135,2023-06-24 23:59:59.999,933244397.7040021,776343,14497.56447,443500647.9220822,-0.005248545872232224,0.15124039342323536,0.02801582672100485,0.026218518864886846
2023-06-25,30527.44,31046.01,30277.49,30462.66,30223.44801,2023-06-25 23:59:59.999,926316644.4167665,789910,14627.97473,448414594.5587875,-0.002121698420076701,0.15651840150159613,0.027319710499486807,0.026241199022467826
2023-06-26,30462.67,30666.0,29930.0,30267.99,45180.41489,2023-06-26 23:59:59.999,1367837657.5451825,954783,22277.58284,674540668.5726604,-0.0063904465335593574,0.12753670697930852,0.029289509035868518,0.026318701389258264
2023-06-27,30267.99,30994.97,30226.17,30692.44,42699.64157,2023-06-27 23:59:59.999,1306206257.0193572,824373,21151.29517,647203906.7656411,0.014023065291087988,0.08423240222990036,0.024381449767332405,0.025249253997222422
2023-06-28,30692.44,30709.74,29858.8,30077.41,40463.51937,2023-06-28 23:59:59.999,1224103637.6132562,895470,19176.75428,580226725.8333887,-0.020038485047132126,0.002784567123504278,0.015305605198561365,0.02546478950064047
2023-06-29,30077.4,30843.98,30049.98,30447.31,36330.62903,2023-06-29 23:59:59.999,1107940389.9242406,758428,17834.38857,543872730.2617269,0.012298266373334643,0.01881852118058225,0.015766626550215705,0.025504916134948603
2023-06-30,30447.31,31282.0,29500.0,30472.0,89419.07618,2023-06-30 23:59:59.999,2726355505.5063505,1559366,44319.81254,1351735332.858577,0.0008109090753829484,-0.007054759926356735,0.011666398327339674,0.025203601013756037
2023-07-01,30471.99,30661.6,30320.57,30585.9,17501.75075,2023-07-01 23:59:59.999,533859338.1325383,567975,8102.13876,247175148.950766,0.003737857705434555,0.0019153266423017623,0.011609153010948534,0.0249607000811404
2023-07-02,30585.9,30791.0,30155.0,30617.03,23286.41019,2023-07-02 23:59:59.999,711031423.4334425,591533,10630.2474,324616031.9581684,0.00101778924275564,0.005067515443496928,0.011559125419945908,0.02487903238290545
2023-07-03,30617.02,31380.0,30570.27,31156.2,43761.64311,2023-07-03 23:59:59.999,1352635339.5043936,781855,20885.94331,645698735.3773494,0.017610133967925767,0.029344862344675038,0.012591239362555134,0.024913144729405704
2023-07-04,31156.2,31350.69,30620.0,30766.51,33206.11943,2023-07-04 23:59:59.999,1028794008.5245212,779472,14107.36566,437126154.0841225,-0.012507622880839175,0.0024132978674877847,0.013126216042181841,0.025112189269159976
2023-07-05,30766.52,30878.07,30200.0,30504.81,33215.67122,2023-07-05 23:59:59.999,1013694790.3170501,827926,15619.11716,476478254.9434133,-0.008506002143239377,0.014210000129665445,0.010614033134497594,0.022967378365543148
2023-07-06,30504.8,31500.0,29850.45,29895.43,71319.6261,2023-07-06 23:59:59.999,2181763648.99527,1397042,33952.63237,1039137135.293551,-0.019976521735424746,-0.018125739186811596,0.012303825082822722,0.021185275228553017
2023-07-07,29895.42,30449.0,29701.02,30344.7,34070.53895,2023-07-07 23:59:59.999,1027461795.2332091,912948,14875.86309,448638761.3838917,0.015028049437656454,-0.004177605670779738,0.014005790736951396,0.020152333890645913
2023-07-08,30344.7,30386.81,30044.47,30284.63,13094.59042,2023-07-08 23:59:59.999,395759717.5724278,480214,5990.91468,181083431.1999306,-0.001979587868721766,-0.009849963545293772,0.013882696458117016,0.02019014356524681
2023-07-09,30284.63,30445.52,30061.12,30160.71,15388.50196,2023-07-09 23:59:59.999,465781514.2589476,473168,7017.35093,212433521.8897289,-0.004091844608965056,-0.01490412362008986,0.013872971199814012,0.020229858061654095
2023-07-10,30160.71,31045.78,29950.0,30411.57,41262.87652,2023-07-10 23:59:59.999,1254289037.7420728,896853,19574.2347,595390893.1450084,0.008317443455409412,-0.02389989793363767,0.011994358577650919,0.019502625396729072
2023-07-11,30411.57,30813.63,30300.0,30622.1,28476.83311,2023-07-11 23:59:59.999,868966244.2412692,691213,13670.16079,417204801.1629621,0.006922694224599457,-0.00469374004396339,0.011778492478575433,0.019498797676035153
2023-07-12,30622.1,30983.25,30210.0,30380.0,38108.99669,2023-07-12 23:59:59.999,1166497472.433173,784195,18251.27965,558742524.9312288,-0.007906054777431892,-0.004091485900092562,0.011713483394422653,0.01962398076739078
